Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temperature,Max_Temperature,Min_Temperature
Soyabean,2010,Kharif     ,Andhra Pradesh,127712.0,217682,1297.0,21214240.32,30650.88,1.697,27.928,37.308,20.51
Sugarcane,2010,Whole Year ,Andhra Pradesh,191729.0,14942455,1297.0,31848104.19,46014.96,81.584,27.928,37.308,20.51
Sunflower,2010,Whole Year ,Andhra Pradesh,225361.0,156170,1297.0,37434715.71,54086.64,1.032,27.928,37.308,20.51
Sweet potato,2010,Whole Year ,Andhra Pradesh,850.0,10887,1297.0,141193.5,204.0,12.706,27.928,37.308,20.51
Tapioca,2010,Whole Year ,Andhra Pradesh,12859.0,84686,1297.0,2136008.49,3086.16,6.108,27.928,37.308,20.51
Tobacco,2010,Whole Year ,Andhra Pradesh,226534.0,748159,1297.0,37629562.74,54368.16,4.38,27.928,37.308,20.51
Urad,2010,Kharif     ,Andhra Pradesh,82317.0,46191,1297.0,13673676.87,19756.08,0.473,27.928,37.308,20.51
Urad,2010,Rabi       ,Andhra Pradesh,381529.0,207272,1297.0,63375782.19,91566.96,0.574,27.928,37.308,20.51
Wheat,2010,Rabi       ,Andhra Pradesh,10085.0,13143,1297.0,1675219.35,2420.4,1.312,27.928,37.308,20.51
Arecanut,2010,Whole Year ,Karnataka,211265.0,2284410,1317.7,35093229.15,50703.6,10.948,25.658,35.068,16.714
Arhar/Tur,2010,Kharif     ,Karnataka,891525.0,522540,1317.7,148091217.8,213966.0,0.65,25.658,35.068,16.714
Bajra,2010,Kharif     ,Karnataka,307977.0,291109,1317.7,51158059.47,73914.48,0.883,25.658,35.068,16.714
Bajra,2010,Rabi       ,Karnataka,160.0,136,1317.7,26577.6,38.4,0.84,25.658,35.068,16.714
Bajra,2010,Summer     ,Karnataka,1090.0,955,1317.7,181059.9,261.6,0.9,25.658,35.068,16.714
Banana,2010,Whole Year ,Karnataka,65767.0,1536239,1317.7,10924556.37,15784.08,23.712,25.658,35.068,16.714
Black pepper,2010,Whole Year ,Karnataka,21061.0,12717,1317.7,3498442.71,5054.64,0.581,25.658,35.068,16.714
Cardamom,2010,Whole Year ,Karnataka,19081.0,1550,1317.7,3169544.91,4579.44,0.069,25.658,35.068,16.714
Cashewnut,2010,Whole Year ,Karnataka,63448.0,46527,1317.7,10539347.28,15227.52,0.713,25.658,35.068,16.714
Castor seed,2010,Kharif     ,Karnataka,19100.0,15991,1317.7,3172701.0,4584.0,0.866,25.658,35.068,16.714
Coconut ,2010,Whole Year ,Karnataka,440741.0,4213360000,1317.7,73211487.51,105777.84,9678.504,25.658,35.068,16.714
Coriander,2010,Whole Year ,Karnataka,4348.0,1622,1317.7,722246.28,1043.52,0.368,25.658,35.068,16.714
Cotton(lint),2010,Kharif     ,Karnataka,418360.0,994710,1317.7,69493779.6,100406.4,2.261,25.658,35.068,16.714
Cotton(lint),2010,Rabi       ,Karnataka,129125.0,155407,1317.7,21448953.75,30990.0,1.758,25.658,35.068,16.714
Cowpea(Lobia),2010,Kharif     ,Karnataka,70151.0,36233,1317.7,11652782.61,16836.24,0.528,25.658,35.068,16.714
Cowpea(Lobia),2010,Rabi       ,Karnataka,27130.0,7166,1317.7,4506564.3,6511.2,0.264,25.658,35.068,16.714
Dry chillies,2010,Kharif     ,Karnataka,99759.0,82155,1317.7,16570967.49,23942.16,1.176,25.658,35.068,16.714
Dry chillies,2010,Rabi       ,Karnataka,6608.0,17951,1317.7,1097654.88,1585.92,2.712,25.658,35.068,16.714
Dry chillies,2010,Summer     ,Karnataka,7482.0,22761,1317.7,1242835.02,1795.68,3.113,25.658,35.068,16.714
Garlic,2010,Whole Year ,Karnataka,4234.0,5467,1317.7,703309.74,1016.16,1.323,25.658,35.068,16.714
Ginger,2010,Whole Year ,Karnataka,46469.0,168165,1317.7,7718965.59,11152.56,3.718,25.658,35.068,16.714
Gram,2010,Rabi       ,Karnataka,959173.0,607377,1317.7,159328227.0,230201.52,0.645,25.658,35.068,16.714
Groundnut,2010,Kharif     ,Karnataka,658739.0,432075,1317.7,109423135.3,158097.36,0.797,25.658,35.068,16.714
Groundnut,2010,Rabi       ,Karnataka,187013.0,168264,1317.7,31064729.43,44883.12,1.024,25.658,35.068,16.714
Horse-gram,2010,Kharif     ,Karnataka,88254.0,50744,1317.7,14659871.94,21180.96,0.622,25.658,35.068,16.714
Horse-gram,2010,Rabi       ,Karnataka,132555.0,80189,1317.7,22018711.05,31813.2,0.572,25.658,35.068,16.714
Jowar,2010,Kharif     ,Karnataka,218192.0,335373,1317.7,36243873.12,52366.08,1.518,25.658,35.068,16.714
Jowar,2010,Rabi       ,Karnataka,1020743.0,999104,1317.7,169555619.7,244978.32,0.941,25.658,35.068,16.714
Jowar,2010,Summer     ,Karnataka,5446.0,11403,1317.7,904635.06,1307.04,2.316,25.658,35.068,16.714
Linseed,2010,Rabi       ,Karnataka,11358.0,3809,1317.7,1886677.38,2725.92,0.335,25.658,35.068,16.714
Maize,2010,Kharif     ,Karnataka,1139899.0,3908386,1317.7,189348622.9,273575.76,3.354,25.658,35.068,16.714
Maize,2010,Rabi       ,Karnataka,115803.0,321962,1317.7,19236036.33,27792.72,2.848,25.658,35.068,16.714
Maize,2010,Summer     ,Karnataka,30734.0,104275,1317.7,5105224.74,7376.16,3.294,25.658,35.068,16.714
Mesta,2010,Whole Year ,Karnataka,1907.0,2405,1317.7,316771.77,457.68,1.21,25.658,35.068,16.714
Moong(Green Gram),2010,Kharif     ,Karnataka,390821.0,107597,1317.7,64919276.31,93797.04,0.284,25.658,35.068,16.714
Moong(Green Gram),2010,Rabi       ,Karnataka,10263.0,2702,1317.7,1704786.93,2463.12,0.262,25.658,35.068,16.714
Niger seed,2010,Kharif     ,Karnataka,23385.0,7041,1317.7,3884482.35,5612.4,0.301,25.658,35.068,16.714
Onion,2010,Kharif     ,Karnataka,143154.0,893739,1317.7,23779310.94,34356.96,6.897,25.658,35.068,16.714
Onion,2010,Rabi       ,Karnataka,14430.0,98814,1317.7,2396967.3,3463.2,7.219,25.658,35.068,16.714
Onion,2010,Summer     ,Karnataka,4680.0,49792,1317.7,777394.8,1123.2,10.598,25.658,35.068,16.714
Other  Rabi pulses,2010,Rabi       ,Karnataka,12965.0,4146,1317.7,2153616.15,3111.6,0.364,25.658,35.068,16.714
Other Kharif pulses,2010,Kharif     ,Karnataka,81180.0,66838,1317.7,13484809.8,19483.2,0.756,25.658,35.068,16.714
Peas & beans (Pulses),2010,Kharif     ,Karnataka,4019.0,35992,1317.7,667596.09,964.56,8.277,25.658,35.068,16.714
Peas & beans (Pulses),2010,Rabi       ,Karnataka,2140.0,15096,1317.7,355475.4,513.6,7.132,25.658,35.068,16.714
Peas & beans (Pulses),2010,Summer     ,Karnataka,1470.0,12493,1317.7,244181.7,352.8,8.157,25.658,35.068,16.714
Potato,2010,Kharif     ,Karnataka,32843.0,249472,1317.7,5455550.73,7882.32,8.057,25.658,35.068,16.714
Potato,2010,Rabi       ,Karnataka,5944.0,69194,1317.7,987357.84,1426.56,12.755,25.658,35.068,16.714
Potato,2010,Summer     ,Karnataka,1437.0,22093,1317.7,238700.07,344.88,15.261,25.658,35.068,16.714
Ragi,2010,Kharif     ,Karnataka,733345.0,1409869,1317.7,121815937.9,176002.8,1.627,25.658,35.068,16.714
Ragi,2010,Rabi       ,Karnataka,45898.0,71598,1317.7,7624116.78,11015.52,1.767,25.658,35.068,16.714
Ragi,2010,Summer     ,Karnataka,8675.0,16983,1317.7,1441004.25,2082.0,1.889,25.658,35.068,16.714
Rapeseed &Mustard,2010,Rabi       ,Karnataka,3838.0,1284,1317.7,637530.18,921.12,0.324,25.658,35.068,16.714
Rice,2010,Kharif     ,Karnataka,1129304.0,3192746,1317.7,187588687.4,271032.96,2.654,25.658,35.068,16.714
Rice,2010,Rabi       ,Karnataka,49700.0,117501,1317.7,8255667.0,11928.0,2.668,25.658,35.068,16.714
Rice,2010,Summer     ,Karnataka,360062.0,1163725,1317.7,59809898.82,86414.88,2.936,25.658,35.068,16.714
Safflower,2010,Rabi       ,Karnataka,55038.0,48719,1317.7,9142362.18,13209.12,0.777,25.658,35.068,16.714
Sannhamp,2010,Whole Year ,Karnataka,341.0,85,1317.7,56643.51,81.84,0.245,25.658,35.068,16.714
Sesamum,2010,Kharif     ,Karnataka,86724.0,49112,1317.7,14405723.64,20813.76,0.56,25.658,35.068,16.714
Small millets,2010,Kharif     ,Karnataka,24095.0,12082,1317.7,4002420.45,5782.8,0.553,25.658,35.068,16.714
Soyabean,2010,Kharif     ,Karnataka,168075.0,147777,1317.7,27918938.25,40338.0,0.841,25.658,35.068,16.714
Sugarcane,2010,Whole Year ,Karnataka,436798.0,42276713,1317.7,72556515.78,104831.52,97.331,25.658,35.068,16.714
Sunflower,2010,Kharif     ,Karnataka,193955.0,97869,1317.7,32217865.05,46549.2,0.57,25.658,35.068,16.714
Sunflower,2010,Rabi       ,Karnataka,193178.0,98783,1317.7,32088797.58,46362.72,0.707,25.658,35.068,16.714
Sunflower,2010,Summer     ,Karnataka,22120.0,22405,1317.7,3674353.2,5308.8,1.032,25.658,35.068,16.714
Sweet potato,2010,Whole Year ,Karnataka,2060.0,16977,1317.7,342186.6,494.4,8.401,25.658,35.068,16.714
Tapioca,2010,Whole Year ,Karnataka,879.0,9712,1317.7,146010.69,210.96,11.118,25.658,35.068,16.714
Tobacco,2010,Whole Year ,Karnataka,125392.0,136982,1317.7,20828865.12,30094.08,1.07,25.658,35.068,16.714
Turmeric,2010,Whole Year ,Karnataka,14162.0,70158,1317.7,2352449.82,3398.88,4.382,25.658,35.068,16.714
Urad,2010,Kharif     ,Karnataka,118318.0,42990,1317.7,19653802.98,28396.32,0.363,25.658,35.068,16.714
Urad,2010,Rabi       ,Karnataka,8727.0,4079,1317.7,1449641.97,2094.48,0.464,25.658,35.068,16.714
Wheat,2010,Rabi       ,Karnataka,254755.0,300237,1317.7,42317353.05,61141.2,1.166,25.658,35.068,16.714
Arecanut,2010,Whole Year ,Kerala,99833.5,99909,3131.8,16583342.68,23960.04,0.828,25.239,32.523,20.003
Banana,2010,Whole Year ,Kerala,58671.14,483667,3131.8,9745863.065,14081.074,8.239,25.239,32.523,20.003
Black pepper,2010,Whole Year ,Kerala,172181.55,45267,3131.8,28601077.27,41323.572,0.181,25.239,32.523,20.003
Cashewnut,2010,Whole Year ,Kerala,43847.75,34752,3131.8,7283549.752,10523.46,0.47,25.239,32.523,20.003
Coconut ,2010,Whole Year ,Kerala,770473.13,5286561000,3131.8,127983291.6,184913.551,6501.544,25.239,32.523,20.003
Ginger,2010,Whole Year ,Kerala,6087.93,33197,3131.8,1011266.052,1461.103,3.534,25.239,32.523,20.003
Rice,2010,Autumn     ,Kerala,70498.28,170262,3131.8,11710469.29,16919.587,2.237,25.239,32.523,20.003
Rice,2010,Summer     ,Kerala,51132.63,137465,3131.8,8493641.169,12271.831,2.48,25.239,32.523,20.003
Rice,2010,Winter     ,Kerala,91555.59,215011,3131.8,15208299.05,21973.342,2.202,25.239,32.523,20.003
Sesamum,2010,Kharif     ,Kerala,518.81,228,3131.8,86179.529,124.514,0.259,25.239,32.523,20.003
Sugarcane,2010,Whole Year ,Kerala,2844.91,271845,3131.8,472568.0,682.778,41.517,25.239,32.523,20.003
Tapioca,2010,Whole Year ,Kerala,72284.1,2408962,3131.8,12007111.85,17348.184,34.24,25.239,32.523,20.003
Turmeric,2010,Whole Year ,Kerala,2390.78,6198,3131.8,397132.466,573.787,2.415,25.239,32.523,20.003
Arecanut,2010,Whole Year ,Meghalaya,14611.0,20501,3119.7,2427033.21,3506.64,1.203,19.235,26.452,11.877
Arhar/Tur,2010,Kharif     ,Meghalaya,779.0,611,3119.7,129399.69,186.96,0.79,19.235,26.452,11.877
Banana,2010,Kharif     ,Meghalaya,6795.0,79954,3119.7,1128717.45,1630.8,10.293,19.235,26.452,11.877
Black pepper,2010,Whole Year ,Meghalaya,889.0,465,3119.7,147671.79,213.36,0.52,19.235,26.452,11.877
Cashewnut,2010,Whole Year ,Meghalaya,8650.0,15414,3119.7,1436851.5,2076.0,1.477,19.235,26.452,11.877
Castor seed,2010,Kharif     ,Meghalaya,25.0,12,3119.7,4152.75,6.0,0.627,19.235,26.452,11.877
Cotton(lint),2010,Kharif     ,Meghalaya,6816.0,5571,3119.7,1132205.76,1635.84,0.823,19.235,26.452,11.877
Dry chillies,2010,Whole Year ,Meghalaya,1848.0,1415,3119.7,306971.28,443.52,1.03,19.235,26.452,11.877
Ginger,2010,Kharif     ,Meghalaya,9438.0,56622,3119.7,1567746.18,2265.12,7.163,19.235,26.452,11.877
Gram,2010,Rabi       ,Meghalaya,554.0,344,3119.7,92024.94,132.96,0.58,19.235,26.452,11.877
Jute,2010,Kharif     ,Meghalaya,3881.0,34354,3119.7,644672.91,931.44,6.72,19.235,26.452,11.877
Linseed,2010,Rabi       ,Meghalaya,82.0,39,3119.7,13621.02,19.68,0.48,19.235,26.452,11.877
Maize,2010,Kharif     ,Meghalaya,17276.0,26500,3119.7,2869716.36,4146.24,1.561,19.235,26.452,11.877
Masoor,2010,Rabi       ,Meghalaya,339.0,280,3119.7,56311.29,81.36,0.762,19.235,26.452,11.877
Mesta,2010,Kharif     ,Meghalaya,4122.0,18231,3119.7,684705.42,989.28,4.5,19.235,26.452,11.877
Other  Rabi pulses,2010,Rabi       ,Meghalaya,873.0,623,3119.7,145014.03,209.52,0.693,19.235,26.452,11.877
Peas & beans (Pulses),2010,Rabi       ,Meghalaya,1035.0,1420,3119.7,171923.85,248.4,1.274,19.235,26.452,11.877
Potato,2010,Whole Year ,Meghalaya,17685.0,164647,3119.7,2937655.35,4244.4,7.374,19.235,26.452,11.877
Rapeseed &Mustard,2010,Rabi       ,Meghalaya,7152.0,4859,3119.7,1188018.72,1716.48,0.593,19.235,26.452,11.877
Rice,2010,Autumn     ,Meghalaya,32596.0,42492,3119.7,5414521.56,7823.04,1.53,19.235,26.452,11.877
Rice,2010,Rabi       ,Meghalaya,12797.0,47413,3119.7,2125709.67,3071.28,2.077,19.235,26.452,11.877
Rice,2010,Winter     ,Meghalaya,62892.0,117116,3119.7,10446990.12,15094.08,1.829,19.235,26.452,11.877
Sesamum,2010,Kharif     ,Meghalaya,1584.0,852,3119.7,263118.24,380.16,0.583,19.235,26.452,11.877
Small millets,2010,Rabi       ,Meghalaya,2231.0,1695,3119.7,370591.41,535.44,0.914,19.235,26.452,11.877
Soyabean,2010,Kharif     ,Meghalaya,1078.0,1186,3119.7,179066.58,258.72,1.039,19.235,26.452,11.877
Sugarcane,2010,Whole Year ,Meghalaya,68.0,180,3119.7,11295.48,16.32,2.35,19.235,26.452,11.877
Sweet potato,2010,Kharif     ,Meghalaya,4133.0,13241,3119.7,686532.63,991.92,3.584,19.235,26.452,11.877
Tapioca,2010,Kharif     ,Meghalaya,4180.0,21793,3119.7,694339.8,1003.2,6.087,19.235,26.452,11.877
Tobacco,2010,Rabi       ,Meghalaya,631.0,420,3119.7,104815.41,151.44,0.748,19.235,26.452,11.877
Turmeric,2010,Whole Year ,Meghalaya,1928.0,10058,3119.7,320260.08,462.72,5.167,19.235,26.452,11.877
Wheat,2010,Rabi       ,Meghalaya,393.0,704,3119.7,65281.23,94.32,1.248,19.235,26.452,11.877
Arecanut,2011,Kharif     ,Puducherry,60.0,77,1434.588,10051.2,19.8,1.28,27.938,32.262,23.946
Bajra,2011,Kharif     ,Puducherry,11.0,29,1434.588,1842.72,3.63,2.64,27.938,32.262,23.946
Bajra,2011,Summer     ,Puducherry,20.0,51,1434.588,3350.4,6.6,2.55,27.938,32.262,23.946
Banana,2011,Kharif     ,Puducherry,266.0,3263,1434.588,44560.32,87.78,10.903,27.938,32.262,23.946
Black pepper,2011,Kharif     ,Puducherry,11.0,5,1434.588,1842.72,3.63,0.45,27.938,32.262,23.946
Cashewnut,2011,Kharif     ,Puducherry,159.0,50,1434.588,26635.68,52.47,0.467,27.938,32.262,23.946
Coconut ,2011,Whole Year ,Puducherry,2095.0,17313000,1434.588,350954.4,691.35,9838.648,27.938,32.262,23.946
Cotton(lint),2011,Summer     ,Puducherry,8.0,8,1434.588,1340.16,2.64,1.0,27.938,32.262,23.946
Dry chillies,2011,Kharif     ,Puducherry,1.0,2,1434.588,167.52,0.33,2.0,27.938,32.262,23.946
Dry chillies,2011,Summer     ,Puducherry,1.0,2,1434.588,167.52,0.33,2.0,27.938,32.262,23.946
Groundnut,2011,Kharif     ,Puducherry,16.0,30,1434.588,2680.32,5.28,1.88,27.938,32.262,23.946
Groundnut,2011,Rabi       ,Puducherry,282.0,389,1434.588,47240.64,93.06,1.195,27.938,32.262,23.946
Groundnut,2011,Summer     ,Puducherry,21.0,38,1434.588,3517.92,6.93,1.47,27.938,32.262,23.946
Jowar,2011,Summer     ,Puducherry,1.0,2,1434.588,167.52,0.33,2.0,27.938,32.262,23.946
Moong(Green Gram),2011,Kharif     ,Puducherry,1.0,1,1434.588,167.52,0.33,1.0,27.938,32.262,23.946
Moong(Green Gram),2011,Rabi       ,Puducherry,3.0,1,1434.588,502.56,0.99,0.25,27.938,32.262,23.946
Moong(Green Gram),2011,Summer     ,Puducherry,1310.0,481,1434.588,219451.2,432.3,0.495,27.938,32.262,23.946
Onion,2011,Rabi       ,Puducherry,1.0,7,1434.588,167.52,0.33,7.0,27.938,32.262,23.946
Other  Rabi pulses,2011,Rabi       ,Puducherry,20.0,20,1434.588,3350.4,6.6,1.0,27.938,32.262,23.946
Other Kharif pulses,2011,Kharif     ,Puducherry,1.0,1,1434.588,167.52,0.33,1.0,27.938,32.262,23.946
Other Kharif pulses,2011,Rabi       ,Puducherry,20.0,20,1434.588,3350.4,6.6,1.0,27.938,32.262,23.946
Ragi,2011,Kharif     ,Puducherry,12.0,33,1434.588,2010.24,3.96,2.75,27.938,32.262,23.946
Ragi,2011,Summer     ,Puducherry,10.0,25,1434.588,1675.2,3.3,2.5,27.938,32.262,23.946
Rice,2011,Kharif     ,Puducherry,4237.0,12794,1434.588,709782.24,1398.21,3.047,27.938,32.262,23.946
Rice,2011,Rabi       ,Puducherry,10324.0,23489,1434.588,1729476.48,3406.92,2.857,27.938,32.262,23.946
Rice,2011,Summer     ,Puducherry,2015.0,5831,1434.588,337552.8,664.95,2.49,27.938,32.262,23.946
Sesamum,2011,Kharif     ,Puducherry,3.0,2,1434.588,502.56,0.99,0.67,27.938,32.262,23.946
Sesamum,2011,Rabi       ,Puducherry,6.0,4,1434.588,1005.12,1.98,0.67,27.938,32.262,23.946
Sesamum,2011,Summer     ,Puducherry,113.0,92,1434.588,18929.76,37.29,0.58,27.938,32.262,23.946
Sugarcane,2011,Kharif     ,Puducherry,1949.0,287785,1434.588,326496.48,643.17,147.66,27.938,32.262,23.946
Tapioca,2011,Kharif     ,Puducherry,245.0,6064,1434.588,41042.4,80.85,18.725,27.938,32.262,23.946
Tapioca,2011,Rabi       ,Puducherry,1.0,24,1434.588,167.52,0.33,24.0,27.938,32.262,23.946
Turmeric,2011,Kharif     ,Puducherry,2.0,3,1434.588,335.04,0.66,1.5,27.938,32.262,23.946
Turmeric,2011,Rabi       ,Puducherry,4.0,6,1434.588,670.08,1.32,1.5,27.938,32.262,23.946
Urad,2011,Kharif     ,Puducherry,15.0,12,1434.588,2512.8,4.95,0.8,27.938,32.262,23.946
Urad,2011,Rabi       ,Puducherry,224.0,242,1434.588,37524.48,73.92,0.83,27.938,32.262,23.946
Urad,2011,Summer     ,Puducherry,832.0,317,1434.588,139376.64,274.56,0.563,27.938,32.262,23.946
Arecanut,2011,Rabi       ,Assam,68699.0,60075,1743.4,11508456.48,22670.67,0.878,23.536,32.331,15.608
Arhar/Tur,2011,Kharif     ,Assam,5697.0,4467,1743.4,954361.44,1880.01,0.774,23.536,32.331,15.608
Banana,2011,Whole Year ,Assam,47563.0,729102,1743.4,7967753.76,15695.79,14.982,23.536,32.331,15.608
Black pepper,2011,Whole Year ,Assam,3647.0,5198,1743.4,610945.44,1203.51,1.598,23.536,32.331,15.608
Castor seed,2011,Kharif     ,Assam,1024.0,538,1743.4,171540.48,337.92,0.516,23.536,32.331,15.608
Coconut ,2011,Whole Year ,Assam,20710.0,175613000,1743.4,3469339.2,6834.3,7299.403,23.536,32.331,15.608
Cotton(lint),2011,Kharif     ,Assam,1230.0,581,1743.4,206049.6,405.9,0.596,23.536,32.331,15.608
Dry chillies,2011,Whole Year ,Assam,19526.0,12871,1743.4,3270995.52,6443.58,0.655,23.536,32.331,15.608
Ginger,2011,Whole Year ,Assam,16338.0,121369,1743.4,2736941.76,5391.54,7.513,23.536,32.331,15.608
Gram,2011,Rabi       ,Assam,1823.0,955,1743.4,305388.96,601.59,0.533,23.536,32.331,15.608
Jute,2011,Kharif     ,Assam,65560.0,608023,1743.4,10982611.2,21634.8,9.126,23.536,32.331,15.608
Linseed,2011,Rabi       ,Assam,7037.0,3981,1743.4,1178838.24,2322.21,0.536,23.536,32.331,15.608
Maize,2011,Kharif     ,Assam,21297.0,17075,1743.4,3567673.44,7028.01,0.693,23.536,32.331,15.608
Masoor,2011,Rabi       ,Assam,22544.0,11798,1743.4,3776570.88,7439.52,0.526,23.536,32.331,15.608
Mesta,2011,Kharif     ,Assam,4877.0,27718,1743.4,816995.04,1609.41,5.872,23.536,32.331,15.608
Moong(Green Gram),2011,Rabi       ,Assam,11512.0,6347,1743.4,1928490.24,3798.96,0.524,23.536,32.331,15.608
Niger seed,2011,Kharif     ,Assam,8423.0,4372,1743.4,1411020.96,2779.59,0.604,23.536,32.331,15.608
Onion,2011,Whole Year ,Assam,7372.0,22595,1743.4,1234957.44,2432.76,3.03,23.536,32.331,15.608
Peas & beans (Pulses),2011,Rabi       ,Assam,21151.0,13602,1743.4,3543215.52,6979.83,0.646,23.536,32.331,15.608
Potato,2011,Whole Year ,Assam,97816.0,682597,1743.4,16386136.32,32279.28,7.036,23.536,32.331,15.608
Rapeseed &Mustard,2011,Rabi       ,Assam,247949.0,138647,1743.4,41536416.48,81823.17,0.539,23.536,32.331,15.608
Rice,2011,Autumn     ,Assam,276486.0,338015,1743.4,46316934.72,91240.38,1.269,23.536,32.331,15.608
Rice,2011,Summer     ,Assam,393619.0,1080072,1743.4,65939054.88,129894.27,2.49,23.536,32.331,15.608
Rice,2011,Winter     ,Assam,1875601.0,3297591,1743.4,314200679.5,618948.33,1.797,23.536,32.331,15.608
Sesamum,2011,Kharif     ,Assam,11801.0,7957,1743.4,1976903.52,3894.33,0.594,23.536,32.331,15.608
Small millets,2011,Kharif     ,Assam,3991.0,2041,1743.4,668572.32,1317.03,0.524,23.536,32.331,15.608
Sugarcane,2011,Whole Year ,Assam,28404.0,1052514,1743.4,4758238.08,9373.32,37.691,23.536,32.331,15.608
Sweet potato,2011,Whole Year ,Assam,6558.0,25769,1743.4,1098596.16,2164.14,4.178,23.536,32.331,15.608
Tapioca,2011,Whole Year ,Assam,3875.0,28281,1743.4,649140.0,1278.75,8.222,23.536,32.331,15.608
Tobacco,2011,Whole Year ,Assam,341.0,186,1743.4,57124.32,112.53,0.631,23.536,32.331,15.608
Turmeric,2011,Whole Year ,Assam,15447.0,13442,1743.4,2587681.44,5097.51,0.864,23.536,32.331,15.608
Urad,2011,Rabi       ,Assam,53669.0,29832,1743.4,8990630.88,17710.77,0.566,23.536,32.331,15.608
Wheat,2011,Rabi       ,Assam,40194.0,48592,1743.4,6733298.88,13264.02,1.17,23.536,32.331,15.608
Arecanut,2011,Whole Year ,Andhra Pradesh,562.0,275,861.9,94146.24,185.46,0.297,28.331,38.133,19.903
Arhar/Tur,2011,Kharif     ,Andhra Pradesh,478657.0,144679,861.9,80184620.64,157956.81,0.435,28.331,38.133,19.903
Arhar/Tur,2011,Rabi       ,Andhra Pradesh,2841.0,1409,861.9,475924.32,937.53,0.455,28.331,38.133,19.903
Bajra,2011,Kharif     ,Andhra Pradesh,32415.0,47506,861.9,5430160.8,10696.95,1.222,28.331,38.133,19.903
Bajra,2011,Rabi       ,Andhra Pradesh,10748.0,11138,861.9,1800504.96,3546.84,1.235,28.331,38.133,19.903
Banana,2011,Whole Year ,Andhra Pradesh,62103.0,2308295,861.9,10403494.56,20493.99,35.522,28.331,38.133,19.903
Cashewnut,2011,Whole Year ,Andhra Pradesh,137898.0,38894,861.9,23100672.96,45506.34,0.352,28.331,38.133,19.903
Castor seed,2011,Kharif     ,Andhra Pradesh,253280.0,52509,861.9,42429465.6,83582.4,0.403,28.331,38.133,19.903
Coconut ,2011,Whole Year ,Andhra Pradesh,103967.0,1430853709,861.9,17416551.84,34309.11,12604.718,28.331,38.133,19.903
Coriander,2011,Whole Year ,Andhra Pradesh,12821.0,7427,861.9,2147773.92,4230.93,0.602,28.331,38.133,19.903
Cotton(lint),2011,Kharif     ,Andhra Pradesh,2062999.0,3181907,861.9,345593592.5,680789.67,1.548,28.331,38.133,19.903
Cowpea(Lobia),2011,Kharif     ,Andhra Pradesh,4718.0,1119,861.9,790359.36,1556.94,0.225,28.331,38.133,19.903
Cowpea(Lobia),2011,Rabi       ,Andhra Pradesh,15567.0,12408,861.9,2607783.84,5137.11,0.802,28.331,38.133,19.903
Dry chillies,2011,Kharif     ,Andhra Pradesh,201013.0,631557,861.9,33673697.76,66334.29,2.798,28.331,38.133,19.903
Dry chillies,2011,Rabi       ,Andhra Pradesh,47251.0,172647,861.9,7915487.52,15592.83,3.101,28.331,38.133,19.903
Garlic,2011,Whole Year ,Andhra Pradesh,429.0,930,861.9,71866.08,141.57,2.136,28.331,38.133,19.903
Ginger,2011,Whole Year ,Andhra Pradesh,2369.0,21883,861.9,396854.88,781.77,8.742,28.331,38.133,19.903
Gram,2011,Rabi       ,Andhra Pradesh,564754.0,519918,861.9,94607590.08,186368.82,1.11,28.331,38.133,19.903
Groundnut,2011,Kharif     ,Andhra Pradesh,1056654.0,381759,861.9,177010678.1,348695.82,1.129,28.331,38.133,19.903
Groundnut,2011,Rabi       ,Andhra Pradesh,250382.0,462862,861.9,41943992.64,82626.06,2.021,28.331,38.133,19.903
Horse-gram,2011,Kharif     ,Andhra Pradesh,5878.0,2699,861.9,984682.56,1939.74,0.375,28.331,38.133,19.903
Horse-gram,2011,Rabi       ,Andhra Pradesh,24983.0,10520,861.9,4185152.16,8244.39,0.345,28.331,38.133,19.903
Jowar,2011,Kharif     ,Andhra Pradesh,103263.0,153600,861.9,17298617.76,34076.79,1.585,28.331,38.133,19.903
Jowar,2011,Rabi       ,Andhra Pradesh,173335.0,342633,861.9,29037079.2,57200.55,2.312,28.331,38.133,19.903
Linseed,2011,Rabi       ,Andhra Pradesh,744.0,158,861.9,124634.88,245.52,0.2,28.331,38.133,19.903
